rank,content_hash_id,priority_score,action,reason_code,days_since_last_update,impressions_30d,users_30d,ctr,avg_position
17483,content_59a16dcd32086775,0.3648987050618785,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,557,7,0.01615798922800718,10.500374986617327
17484,content_2a992168b3f21e23,0.36489444643913393,MONITOR,VISIBLE_LOW_CTR,18,1396,8,0.011461318051575931,9.768543275565094
17485,content_3b018a19d82ea0cb,0.3648694301961489,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,185,1,0.005405405405405406,14.144866871479776
17486,content_aba321b348cc3d97,0.364784958332473,MONITOR,VISIBLE_LOW_CTR,18,367,1,0.010899182561307902,9.515894313117224
17487,content_ae8204e6f3fc43d8,0.3647723417652385,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,242,2,0.004132231404958678,18.516954729857954
17488,content_4db8635b88c7cf63,0.36471485005953963,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,212,2,0.0047169811320754715,14.022254269028462
17489,content_57b724a4c7cb847a,0.36469046697343915,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,34,285,2,0.0035087719298245615,37.73437776381325
17490,content_87923b1ac794f9be,0.3645638789578154,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,167,2,0.005988023952095809,47.573534161141424
17491,content_0bc0d34fe9700f94,0.3644789387007196,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,1215,6,0.005761316872427984,12.301274851115815
17492,content_9f360f264aecdb9e,0.36446797819486454,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,220,4,0.004545454545454545,26.434586336602464
17493,content_c6db86343a932338,0.364465257872169,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,34,798,3,0.006265664160401002,23.11654198612789
17494,content_3483c2f9a21cf94b,0.3644577055052326,MONITOR,VISIBLE_LOW_CTR,35,2910,9,0.003092783505154639,8.547668549070844
17495,content_aa888fdeb2c6ec18,0.3644204007356884,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,132,1,0.007575757575757576,50.59420198186802
17496,content_abe9d29026c090ed,0.3643610156053636,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,207,3,0.004830917874396135,31.62800935623516
17497,content_3060c95ca2e10519,0.36432053151526184,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,35,422,3,0.004739336492890996,39.187636043450986
17498,content_24af1c2db865e5cc,0.36431508596531803,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,35,545,5,0.005504587155963303,32.059938595279924
17499,content_61d365dd25b3b4c0,0.3642843000753905,MONITOR,VISIBLE_LOW_CTR,18,1452,5,0.005509641873278237,9.289617722953006
17500,content_5794d4f0903eef37,0.36427405508394667,MONITOR,VISIBLE_LOW_CTR,7,193,10,0.010362694300518135,6.656129258868985
17501,content_ebbdf817c431cfdf,0.364272036157531,MONITOR,VISIBLE_LOW_CTR,41,1585,35,0.022082018927444796,3.5104294124645943
17502,content_de94624824f13f7d,0.3642483735324844,MONITOR,VISIBLE_LOW_CTR,13,969,16,0.010319917440660475,4.883875169466926
17503,content_ae64cb3db70c8d90,0.3642169384235489,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,371,2,0.005390835579514825,19.20473735566288
17504,content_c909fa6cb1022c29,0.364175893004561,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,748,5,0.0066844919786096255,10.563256224603249
17505,content_d13c0c25f7ff33b0,0.36417031562590735,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,35,847,3,0.0023612750885478157,17.642235930010745
17506,content_6cc535d741d09824,0.3641145789281408,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,445,5,0.011235955056179775,13.200245061110312
17507,content_633c957e15ffc8ed,0.3640956806368273,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,1176,4,0.005952380952380952,11.002115446184634
17508,content_13731551e64ce3d0,0.3640263596354794,MONITOR,VISIBLE_LOW_CTR,13,215,4,0.004651162790697674,6.1163505101511175
17509,content_4da3e09e10648029,0.3639717680252252,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,228,3,0.0043859649122807015,21.79902131918261
17510,content_13653999d15c9e13,0.3639076070113634,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,216,3,0.004629629629629629,24.008307239355627
17511,content_5b19e7ce06dbf44a,0.3636979307225636,MONITOR,VISIBLE_LOW_CTR,41,389,13,0.02056555269922879,6.38434253823191
17512,content_85b0ae8127718e52,0.3636402710525936,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,34,622,11,0.00482315112540193,22.46603347063092
17513,content_a6f87c00d5fb2d6c,0.3636255715780255,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,659,9,0.009104704097116844,15.715705624928491
17514,content_2e681ce391a6386c,0.36358629041765705,MONITOR,VISIBLE_LOW_CTR,13,916,8,0.007641921397379912,6.660207018469673
17515,content_90a17676972446b8,0.36358549172105076,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,656,11,0.006097560975609756,10.668184196336622
17516,content_f1e02e92d5e7fda2,0.3635443905235229,MONITOR,VISIBLE_LOW_CTR,41,4186,83,0.018155757286192068,6.541809080543312
17517,content_9d8f54393745e7d6,0.3634654870563263,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,955,7,0.009424083769633508,13.821947215662517
17518,content_0b0a010263fb7319,0.36341835233982794,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,138,4,0.014492753623188406,24.82762410003789
17519,content_55bee12746ccb3fe,0.3633488354163469,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,35,329,3,0.00303951367781155,35.6570441207538
17520,content_28774fa855619edd,0.3633181823173536,MONITOR,VISIBLE_LOW_CTR,35,13509,86,0.005477829595084758,7.406352336461141
17521,content_e7bbcfbc17bce9a8,0.3631397914251628,MONITOR,VISIBLE_LOW_CTR,18,226,1,0.008849557522123894,7.158770888609599
17522,content_94952332c750957b,0.3629483329571656,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,532,4,0.005639097744360902,11.732352119785425
17523,content_770393d8479d1466,0.3629125086306662,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,35,311,3,0.003215434083601286,32.09097961178606
17524,content_7cfc2865409a30c5,0.3627488755584885,MONITOR,VISIBLE_LOW_CTR,29,195,0,0.0,6.462621832358674
17525,content_df666e9d8a8758f0,0.36270840116665215,MONITOR,VISIBLE_LOW_CTR,13,808,15,0.01608910891089109,6.437951791097708
17526,content_a5739f2a50fe4e0a,0.3626851629397821,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,967,5,0.005170630816959669,12.016409439665718
17527,content_81cd97b3c7bef162,0.36265740389801526,MONITOR,VISIBLE_LOW_CTR,41,189,5,0.042328042328042326,4.780906050471268
17528,content_517fb8f955725471,0.36264716892131055,MONITOR,VISIBLE_LOW_CTR,18,2110,16,0.0071090047393364926,6.822097205184155
17529,content_b6a0405db76b0bf1,0.36261059498037984,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,34,422,0,0.004739336492890996,29.667358865376443
17530,content_3e6384b733dc7ee6,0.3625441397477852,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,2,325,2,0.006153846153846154,32.421458919782346
17531,content_ec2e0346994fb5a5,0.3625380905325214,MONITOR,VISIBLE_LOW_CTR,18,73795,225,0.005623687241683041,4.314787191617038
17532,content_28b5ab02926f6d8b,0.3625103276969107,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,34,394,5,0.007614213197969543,22.217806278676274
17533,content_fb3ed88cc660d048,0.3625025134381729,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,145,7,0.006896551724137931,29.774056072132996
17534,content_692156a9755e9ca4,0.3624710243271495,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,105,1,0.009523809523809525,14.908602150537634
17535,content_5d4e366c6b121643,0.3623295071351677,MONITOR,VISIBLE_LOW_CTR,13,214,6,0.018691588785046728,7.885284249800379
17536,content_83edcd8ac4f18bf6,0.36232199413501537,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,133,3,0.007518796992481203,40.21150793650794
17537,content_e9f4799719fcabbe,0.3623174525854868,MONITOR,VISIBLE_LOW_CTR,41,2540,41,0.017716535433070866,3.4952956405406352
17538,content_0121d878ce56fbdc,0.36231645397250567,MONITOR,VISIBLE_LOW_CTR,13,1603,39,0.016219588271990017,5.937633918286069
17539,content_57a6c0d869ad9934,0.36221300161657577,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,223,1,0.004484304932735426,26.340298294522075
17540,content_f4175397e92e0b7e,0.36221054382513196,MONITOR,VISIBLE_LOW_CTR,4,7420,18,0.009164420485175202,4.658120676167098
17541,content_11031193e43fcf4d,0.3621035072870809,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,255,2,0.00784313725490196,13.935636043273615
17542,content_0a24254c63bec8e5,0.3620440977004976,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,256,1,0.00390625,15.65431314416134
17543,content_0462ad416f7a9b09,0.36197381889853897,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,429,2,0.006993006993006993,21.49853864631878
17544,content_925576d95fa5d8f6,0.3619613336298834,MONITOR,VISIBLE_LOW_CTR,41,2174,84,0.04323827046918123,6.574299328418491
17545,content_3cec00765563c8e9,0.3619569683440465,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,34,152,1,0.006578947368421052,24.113100554416345
17546,content_543cf90e25037ecc,0.36190773114917574,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,105,1,0.009523809523809525,24.79445812807882
17547,content_a590551b80abbdf2,0.3618993761345812,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,1171,13,0.018787361229718188,10.806049066650461
17548,content_19f691ba90a24f3b,0.36188355277359296,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,194,4,0.005154639175257732,21.539780515183743
17549,content_be8a6d2c4c38f157,0.36179152524882907,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,441,6,0.011337868480725623,25.47649559843496
17550,content_5992109e9cf21e0e,0.3617857220258209,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,3,944,3,0.005296610169491525,11.156874248144979
17551,content_ffffc58385523096,0.3616676409510457,MONITOR,VISIBLE_LOW_CTR,18,1294,18,0.02241112828438949,7.2783043889913746
17552,content_cc3a58daf944a8df,0.3615410001093801,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,8,283,3,0.007067137809187279,32.0523739701159
17553,content_3a586696493768aa,0.3614119895802799,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,138,1,0.007246376811594203,42.398968253968256
17554,content_830f2ddfc3889c38,0.361401400795001,MONITOR,VISIBLE_LOW_CTR,34,1424,12,0.011235955056179775,6.569429950329537
17555,content_f5e5d24c1d0a2bcc,0.36135543551193844,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,566,5,0.00530035335689046,12.830089184150584
17556,content_1e827c138e349e27,0.3613428421859336,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,544,3,0.009191176470588236,23.281598556935368
17557,content_0ca105a1f56a5636,0.36133517394106524,MONITOR,VISIBLE_LOW_CTR,13,222,1,0.009009009009009009,5.4835758327693815
17558,content_dc5839d974603e77,0.36117939996920334,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,242,1,0.008264462809917356,23.068059175696746
17559,content_7d7b1789264f2596,0.3611689794597702,MONITOR,VISIBLE_LOW_CTR,35,8245,49,0.004244996967859308,7.865484309944612
17560,content_18e0e95e1efc5c1c,0.36109467328582456,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,34,229,3,0.004366812227074236,26.97203308498375
17561,content_5cf0d6ece9bbd386,0.3610069700418526,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,737,3,0.0067842605156037995,11.521255941072376
17562,content_7140ffa68449cc9a,0.36100408011408985,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,35,371,9,0.008086253369272238,40.88819221959769
17563,content_84c05f3bac22b79a,0.3609625751213005,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,5,321,4,0.009345794392523364,13.841305813625548
17564,content_7493e15e074d5252,0.3608605038464273,MONITOR,VISIBLE_LOW_CTR,18,1049,3,0.0038131553860819827,6.240808939937027
17565,content_fc363b461e85b59d,0.36084115506654957,MONITOR,VISIBLE_LOW_CTR,13,537,7,0.0111731843575419,6.452035284555281
17566,content_3d173f19414454ce,0.36077649472983897,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,381,3,0.007874015748031496,15.916967141275155
17567,content_0f7233fe7ea1e67b,0.3607435844568923,MONITOR,VISIBLE_LOW_CTR,13,173,1,0.005780346820809248,3.6213133640552995
17568,content_695d3b98bca15bd7,0.36072784539290176,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,186,5,0.010752688172043012,25.19848244348244
17569,content_c6c69bea1553b9ab,0.3606822440901769,MONITOR,VISIBLE_LOW_CTR,35,3706,15,0.0037776578521316784,5.601755406822397
17570,content_e920578111808b65,0.36064355322434344,MONITOR,VISIBLE_LOW_CTR,41,1517,18,0.015161502966381015,3.1855257431256896
17571,content_ff219e9abad12efe,0.36063088042960056,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,195,4,0.005128205128205128,25.66084345761765
17572,content_f354a8b42ab29173,0.3606188595847863,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,35,387,3,0.002583979328165375,26.60429597807307
17573,content_316e8b356dad831c,0.36058715320308515,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,3,252,11,0.007936507936507936,17.01976911976912
17574,content_d5721e49baa76b97,0.3604746592209217,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,190,2,0.005263157894736842,16.016287304649374
17575,content_a6bc2747bb7a74a7,0.36044906034888163,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,655,5,0.0061068702290076335,12.185800235527154
17576,content_103a50287fce32c3,0.36042832739044317,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,34,216,2,0.004629629629629629,33.41666756182885
17577,content_22091d9a6dcb24a4,0.36034096201084864,MONITOR,VISIBLE_LOW_CTR,41,551,9,0.009074410163339383,5.30525744567873
17578,content_abb45e10bb353868,0.36033266768218486,MONITOR,VISIBLE_LOW_CTR,46,13920,106,0.0069683908045977015,6.1668337561882325
17579,content_fbf3ab32e0ee7581,0.360311787494123,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,131,2,0.007633587786259542,34.53482905982906
17580,content_4b7692495bae6f8c,0.3602851365546434,MONITOR,VISIBLE_LOW_CTR,13,409,1,0.004889975550122249,6.166215287093146
17581,content_9d4ce301c2e529cc,0.36025450176238955,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,302,6,0.009933774834437087,16.707223789088616
17582,content_2eab978f4816b994,0.3601934950070072,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,399,4,0.005012531328320802,12.255329472332424
17583,content_064a082afcfd59eb,0.36013086126861954,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,34,334,6,0.011976047904191617,28.153146584598197
17584,content_a5d83994ebd6d93b,0.3600089196849943,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,166,3,0.018072289156626505,19.550030062530062
17585,content_882698840485a772,0.359926934537532,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,35,476,5,0.004201680672268907,16.683051857286188
17586,content_17a02b89a1240445,0.35992485872938135,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,255,3,0.011764705882352941,15.562756687756687
17587,content_905423aeec2749ef,0.3599195082481386,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,413,11,0.009685230024213076,13.179226255995829
17588,content_45d763c4db9c6e75,0.35990927077935014,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,196,4,0.01020408163265306,10.46986221663641
17589,content_cf0dcb33b89d89d3,0.359778591193324,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,167,1,0.005988023952095809,28.45936399823087
17590,content_3aa730154f0e656b,0.3597500111495896,MONITOR,VISIBLE_LOW_CTR,41,3517,24,0.007676997441000853,5.879855059427777
17591,content_3e03b24ba7d5f2ce,0.3596485295554729,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,1442,7,0.006934812760055479,11.342480199365932
17592,content_98fac9164cb33b7e,0.3596482493164072,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,200,2,0.005,38.9357841573631
17593,content_13d5102d5386e1f6,0.35948691828600393,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,121,3,0.01652892561983471,10.202956989247312
17594,content_786836a9e09aa9d7,0.35946390689097163,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,14,674,5,0.005934718100890208,16.27548806038406
17595,content_89449ef413c1353d,0.3594330585477695,MONITOR,VISIBLE_LOW_CTR,0,3181,30,0.016975793775542283,6.1078153327963465
17596,content_477b0fe06e7ce658,0.35942505609857345,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,368,2,0.005434782608695652,21.50312499345257
17597,content_f1362f93929e80fb,0.3593772319483975,MONITOR,VISIBLE_LOW_CTR,18,107,4,0.018691588785046728,9.674880952380953
17598,content_0d2a53620497b617,0.35925935932565356,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,1165,7,0.005150214592274678,11.506834316614441
17599,content_d02b366b779f0e5e,0.35922020428691004,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,132,1,0.007575757575757576,18.023362550148263
17600,content_ea1d1563306b08f2,0.35920148964111925,MONITOR,VISIBLE_LOW_CTR,18,615,2,0.008130081300813009,7.911903985351984
17601,content_d7bd16cb1f17922f,0.35904041247478613,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,168,3,0.011904761904761904,24.05516513056836
17602,content_bf61583066d65e03,0.35899631172878765,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,590,2,0.005084745762711864,10.302532407492354
17603,content_97c24c933be8338a,0.35898411919204426,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,237,6,0.008438818565400843,26.54230214230214
17604,content_9d18b7a6266a3e0b,0.35896429853697415,MONITOR,VISIBLE_LOW_CTR,18,651,3,0.007680491551459293,7.983484908269504
17605,content_8d99cde089fa5a03,0.3589409374991175,MONITOR,VISIBLE_LOW_CTR,41,238,10,0.02100840336134454,4.955098641089412
17606,content_d6321849dccaee4f,0.3589094666308602,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,186,2,0.005376344086021506,31.12316958403915
17607,content_cd448b08335876ef,0.3588425705708494,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,35,330,3,0.0030303030303030303,31.541934313841335
17608,content_c673443a37f6b145,0.35883508536061065,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,172,2,0.011627906976744186,42.228569101149745
17609,content_4eece485030e90dd,0.3586351481558715,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,6,597,5,0.006700167504187605,12.737983843546974
17610,content_de56dc04e760afea,0.35852687329339256,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,438,4,0.00684931506849315,17.18990393352223
17611,content_02d6a666b186f634,0.3584013041377953,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,103,3,0.009708737864077669,32.90712698412698
17612,content_a7a57dc523cbfe2d,0.35838973196287305,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,341,2,0.005865102639296188,35.876972087052735
17613,content_013702625e78308d,0.35838301464518857,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,513,12,0.01949317738791423,14.876338266527092
17614,content_9494fa2c82424cfc,0.3583798576335157,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,255,2,0.00392156862745098,15.096577615932455
17615,content_deff48de1c25a72a,0.3582957032137401,MONITOR,VISIBLE_LOW_CTR,35,2466,16,0.0052716950527169504,8.218702595116373
17616,content_cb30c60baad0d8de,0.35824795925612385,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,331,5,0.006042296072507553,18.897099982560135
17617,content_8b24709c41b769b8,0.35824491676682524,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,136,4,0.014705882352941176,11.621428571428572
17618,content_063fcbc057e13227,0.3581600339896293,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,231,3,0.008658008658008658,10.868913210445468
17619,content_52d68cbbd7862053,0.3581194910181685,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,35,1310,10,0.0061068702290076335,17.826230660303597
17620,content_b9be518cc556c4eb,0.35808104472255453,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,291,8,0.006872852233676976,14.072437190016837
17621,content_41d74666d8658cf3,0.35805786327369576,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,1243,7,0.009654062751407884,12.24544425093711
17622,content_03260753e2da696e,0.35799702580242626,MONITOR,VISIBLE_LOW_CTR,18,1133,14,0.01412180052956752,7.6624412777828645
17623,content_7005300bfc718e87,0.35796729465514926,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,204,1,0.004901960784313725,26.283007455507455
17624,content_6793c2c0635db932,0.35784597755585346,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,111,1,0.009009009009009009,26.234276451517832
17625,content_a2af6cc66c3d21f4,0.35784056471354075,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,206,2,0.0048543689320388345,14.653421309872922
17626,content_dc6948d6a39eb9d9,0.3578387364381338,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,101,2,0.009900990099009901,26.814148351648353
17627,content_1686fc5a53b73a0f,0.3578359437759931,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,34,1064,11,0.011278195488721804,17.638265498152972
17628,content_04557860b4e009ae,0.35766335002824606,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,105,2,0.009523809523809525,29.498384353741496
17629,content_76c6ba1bd5093941,0.35754073793436986,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,3,616,3,0.00487012987012987,16.734130894753868
17630,content_1afe87ac64a6b9da,0.35740523586865974,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,188,2,0.010638297872340425,13.184866477608413
17631,content_a9b08d4832d3c5fa,0.35729236926122226,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,117,2,0.008547008547008548,28.365793650793652
17632,content_d6e69853d6788ad7,0.3572626020609993,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,100,1,0.01,33.83722527472527
17633,content_0b222f6fa0ebc697,0.35722196921370863,MONITOR,VISIBLE_LOW_CTR,41,1006,21,0.02286282306163022,5.036615655328996
17634,content_caf5f3ae1ddb7ccb,0.35709090884328354,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,35,699,4,0.005722460658082976,19.124185538625575
17635,content_053b3ae6bbabdd5e,0.356885530236169,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,105,5,0.009523809523809525,23.03325652841782
17636,content_8bb42b88c3dc992d,0.3567651359787845,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,107,3,0.009345794392523364,29.90980305702528
17637,content_74cda0606abeac0a,0.3567605850281431,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,29,132,2,0.007575757575757576,51.58848575315293
17638,content_7bccdc7c5579209a,0.3567605484717776,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,34,226,1,0.004424778761061947,40.81714262440069
17639,content_b49cb92cbeabe045,0.356736162918984,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,152,4,0.006578947368421052,22.708108655477076
17640,content_f40e0467f43dee85,0.3567048116391913,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,150,3,0.006666666666666667,25.09311014728472
17641,content_ab05f4d4fec9f46d,0.35661755094573483,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,408,1,0.007352941176470588,34.7398204468769
17642,content_664d5cd168abed2d,0.3566084412135079,MONITOR,VISIBLE_LOW_CTR,13,357,5,0.0056022408963585435,6.611596341672244
17643,content_7b8a3c63825a7e1b,0.35653514767485867,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,246,1,0.0040650406504065045,13.744843521368766
17644,content_574b5ca6879aa43c,0.3564427198355714,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,168,6,0.005952380952380952,12.578686635944699
17645,content_7f93177ea96e2584,0.35643574846654397,MONITOR,VISIBLE_LOW_CTR,2,676,7,0.0073964497041420114,9.579966143569601
17646,content_c2e12d0cbb4445fd,0.35643306734525343,MONITOR,VISIBLE_LOW_CTR,35,1920,18,0.008333333333333333,8.99917334672187
17647,content_8a6f3748bee143d6,0.3563465512879762,MONITOR,VISIBLE_LOW_CTR,13,269,2,0.011152416356877323,6.472231812236057
17648,content_ac75bc37fd01de66,0.35633003689488874,MONITOR,VISIBLE_LOW_CTR,35,1626,14,0.004920049200492005,8.711381050365205
17649,content_94931265fdff4fec,0.3563287638703341,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,177,3,0.005649717514124294,23.30763725438648
17650,content_4d57193706a8204e,0.3563260276766997,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,105,3,0.009523809523809525,29.84234693877551
17651,content_f7f90e914e8a9957,0.3563105184767351,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,121,2,0.008264462809917356,28.706104312354313
17652,content_2d67315fb8cc31db,0.3562786327761604,MONITOR,VISIBLE_LOW_CTR,35,4001,17,0.0047488127968008,8.62407377091851
17653,content_b899777570d144f9,0.35625715854717976,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,215,1,0.004651162790697674,42.49733322233322
17654,content_a34d61775ec0f40a,0.3562422152844613,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,29,161,0,0.006211180124223602,33.67315948601663
17655,content_5d8024844f0ef7f8,0.35622493145977446,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,241,2,0.008298755186721992,12.805781673523608
17656,content_829416546c419885,0.3562098443664001,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,503,8,0.007952286282306162,12.234879610879561
17657,content_679505da61f2b374,0.356036803786533,MONITOR,VISIBLE_LOW_CTR,34,700,8,0.005714285714285714,9.627009321777141
17658,content_86bcad04728cefc4,0.35579043920800696,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,35,821,5,0.0036540803897685747,30.463075765149586
17659,content_ade3080dff71823c,0.3556714548576095,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,104,2,0.019230769230769232,11.837500000000002
17660,content_3765d10c90e6a0bf,0.35547678486905365,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,226,1,0.008849557522123894,11.515634455150584
17661,content_7b69956d628131f0,0.35547192844622805,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,18,313,4,0.006389776357827476,20.409210547517
17662,content_4463889b70c90731,0.3554680262879206,MONITOR,VISIBLE_LOW_CTR,41,793,8,0.015132408575031526,4.255393866304094
17663,content_3dd28130aebb4071,0.3554563102318974,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,13,189,2,0.005291005291005291,34.7209681473913
17664,content_6e312af5d075e648,0.3552749497706636,MONITOR,VISIBLE_LOW_CTR,41,2598,24,0.00962278675904542,5.481275923756738
17665,content_6abaf5ca2f712b67,0.35508855176385623,MONITOR,VISIBLE_LOW_CTR_LOW_POSITION,35,272,7,0.014705882352941176,34.81611641047125
